Pattern, Support-Frequence
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9882039159577611-127085']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9668013220712449-39489']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_0'], ['Vuota_T2_3']]], ['0.9667894866126259-98395']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_1'], ['Vuota_T2_3']]], ['0.966702615260178-28684']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_0'], ['Vuota_T2_3']]], ['0.9665431812919657-58443']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3']]], ['0.9665125545990958-37838']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_3']]], ['0.966493129124039-63862']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_2'], ['Vuota_T2_3']]], ['0.966479894528675-58646']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2,Vuota_T1_2'], ['Vuota_T2_3']]], ['0.96635391832654-25131']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_0'], ['Vuota_T2_3']]], ['0.9662643555933645-36347']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2,Vuota_T1_1'], ['Vuota_T2_2']]], ['0.9662206033731887-61012']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3']]], ['0.9661356818582865-120452']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2'], ['Vuota_T2_3']]], ['0.9659384038145861-49429']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Vuota_T1_0,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9658377647981867-88633']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3']]], ['0.9658300171183388-43444']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1'], ['Vuota_T2_2']]], ['0.9655274585875795-104276']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1,Vuota_T1_0'], ['Vuota_T2_3']]], ['0.9654979362430842-87953']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_3'], ['Vuota_T2_2']]], ['0.9654938050496422-105122']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3']]], ['0.965481323579284-39857']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3']]], ['0.9654756433823529-33614']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2'], ['Vuota_T2_2']]], ['0.9654414687375786-128731']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_3']]], ['0.9654263277503256-119374']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_2']]], ['0.9653840141143891-129681']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2']]], ['0.9653055205512507-72006']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_2']]], ['0.9652672679944306-63781']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3']]], ['0.9652412457640794-29908']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3']]], ['0.9652319880201917-79927']]
[[[['Vuota_T0_0,Vuota_T0_1,Vuota_T0_1,Piena_T0_2'], ['Vuota_T1_3']]], ['0.9652260203112134-45716']]
[[[['Vuota_T0_2,Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T1_3']]], ['0.9652217371492408-65665']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3']]], ['0.964916376602428-45463']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9648430356598598-126626']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Vuota_T1_0,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9647981842584813-88417']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_3']]], ['0.9647503045066992-79206']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T2_3']]], ['0.9646744425576929-34654']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T2_3']]], ['0.9646714957427882-45546']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Vuota_T1_1,Piena_T1_2'], ['Vuota_T2_2']]], ['0.9645495062758871-61246']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2'], ['Vuota_T2_3']]], ['0.9645015395719914-125608']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_2']]], ['0.964487147275673-111324']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3']]], ['0.9644678319499136-136179']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_0'], ['Vuota_T2_3']]], ['0.9644572526416907-36144']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Vuota_T1_0'], ['Vuota_T2_3']]], ['0.964440732723097-87767']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3']]], ['0.9644034917555772-49715']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T2_3']]], ['0.9643700222825248-43712']]
[[[['Vuota_T0_2,Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Vuota_T1_2']]], ['0.9641661055779506-110263']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9641017986416897-77508']]
[[[['Vuota_T0_0,Vuota_T0_1,Vuota_T0_1'], ['Piena_T1_3'], ['Vuota_T2_3']]], ['0.9640500215197743-80637']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3']]], ['0.9640291590869859-72602']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3']]], ['0.9640221754922577-25214']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2']]], ['0.9639074746702352-25211']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_3']]], ['0.9638268136506896-135169']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_3']]], ['0.9637205566780027-76796']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Piena_T1_3'], ['Vuota_T2_3']]], ['0.9636941155172272-117111']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Vuota_T1_1,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9636823536000299-103247']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_2']]], ['0.9636243683744921-64267']]
[[[['Vuota_T0_3,Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_2'], ['Vuota_T2_3']]], ['0.9635759725271632-68464']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_3']]], ['0.9635091294205969-71872']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_3']]], ['0.9633788308009271-56112']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Vuota_T1_1'], ['Vuota_T2_3']]], ['0.9632568634825123-102452']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_3']]], ['0.9632203546361285-41719']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_2']]], ['0.9632185927441114-76756']]
[[[['Vuota_T0_0,Vuota_T0_1,Vuota_T0_1,Piena_T0_3'], ['Vuota_T2_3']]], ['0.9630994081410799-79735']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_3,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9630051813471503-74344']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9628412537917088-49517']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_3']]], ['0.962761498481772-51682']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Vuota_T1_0,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9627170294012528-51179']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9627115111180591-129322']]
[[[['Vuota_T0_3,Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T2_3']]], ['0.9625942599088289-67783']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9625690445410742-49143']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9624111548337905-109814']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2'], ['Vuota_T2_3']]], ['0.9623890984633153-128324']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_1,Vuota_T1_0'], ['Vuota_T2_3']]], ['0.9623867553161434-51096']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3,Piena_T0_3'], ['Vuota_T2_3']]], ['0.9622920759659463-73471']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1'], ['Vuota_T2_3']]], ['0.9620590702397245-108958']]
[[[['Vuota_T0_2,Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_3'], ['Vuota_T2_3']]], ['0.9620578554742116-110780']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1,Vuota_T1_1'], ['Vuota_T2_2']]], ['0.962048786902492-73159']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9619872668546143-51525']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2,Vuota_T1_0'], ['Vuota_T2_2']]], ['0.9618864865759045-58147']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9618779660198278-79656']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3'], ['Vuota_T2_3']]], ['0.961786090234767-39288']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_2']]], ['0.9616638057566486-77312']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Vuota_T1_1,Piena_T1_3'], ['Vuota_T2_2']]], ['0.9616488016065514-73745']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9615193457535732-63842']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_0'], ['Vuota_T2_2']]], ['0.9614541881601573-97852']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9613941762040494-110967']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Vuota_T1_0,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9613827643990887-51060']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_3']]], ['0.9613688953842406-78938']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_2']]], ['0.9613070888878195-119850']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_3'], ['Vuota_T2_2']]], ['0.9612920924490775-70083']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3']]], ['0.9612804519242085-130688']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_3'], ['Vuota_T2_2']]], ['0.9611828502321227-98552']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_3']]], ['0.9611765465859908-44638']]
[[[['Vuota_T0_2,Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Vuota_T2_3']]], ['0.961140598630652-109917']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_3'], ['Vuota_T1_2'], ['Vuota_T2_2']]], ['0.9610959208316562-69246']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9609080309992456-70055']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_3']]], ['0.960861668552373-64543']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_2']]], ['0.9608003299662755-118802']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T1_0'], ['Vuota_T2_3']]], ['0.9607791275434056-50855']]
[[[['Vuota_T0_0,Vuota_T0_1,Vuota_T0_1'], ['Piena_T1_2'], ['Vuota_T2_3']]], ['0.9607633651751298-45863']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_1'], ['Vuota_T2_3']]], ['0.9607264472190692-38088']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_3'], ['Vuota_T1_2'], ['Vuota_T2_3']]], ['0.9607211758664242-69219']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3']]], ['0.9606945858554214-85864']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3,Vuota_T1_2'], ['Vuota_T2_2']]], ['0.9606786050895382-76446']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_3']]], ['0.9606241519674356-35399']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9604860430950048-94143']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Vuota_T1_0,Piena_T1_2'], ['Vuota_T2_2']]], ['0.9604763947081918-58226']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3']]], ['0.9603680719024181-22439']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_2']]], ['0.9602860107254022-76820']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2']]], ['0.9602792979807511-127213']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Vuota_T1_1,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9602440183806052-60601']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9601637250045624-36829']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_3']]], ['0.9601326280887345-85134']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_3']]], ['0.9600942004606506-37099']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3']]], ['0.9600879016451862-80825']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_0,Piena_T0_1'], ['Vuota_T2_3']]], ['0.9600419232280886-21984']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Piena_T1_2'], ['Vuota_T2_3']]], ['0.9599423828794842-69975']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3,Piena_T0_3'], ['Vuota_T1_3']]], ['0.9598512302117108-70455']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2'], ['Vuota_T2_2']]], ['0.9598157995723918-35016']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T1_1'], ['Vuota_T2_3']]], ['0.9596862895126966-60204']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_0'], ['Vuota_T2_3']]], ['0.9596207653133114-47673']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9595688248095756-56438']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Piena_T1_2'], ['Vuota_T2_3']]], ['0.9595058771625752-60896']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Piena_T1_3,Piena_T1_3'], ['Piena_T2_3']]], ['0.9594713314901424-74265']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_2']]], ['0.9594200732381736-77028']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_3,Piena_T1_2'], ['Vuota_T2_3']]], ['0.959388021643137-61704']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Piena_T1_3'], ['Vuota_T2_3']]], ['0.9593855848759354-60897']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9593770960310285-32898']]
[[[['Vuota_T0_0'], ['Piena_T1_3,Piena_T1_3'], ['Piena_T2_3']]], ['0.9593590569121799-77474']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9593150983581814-57203']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_3,Piena_T1_3'], ['Piena_T2_3']]], ['0.959158031088083-74047']]
[[[['Vuota_T0_2,Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_2'], ['Vuota_T2_3']]], ['0.959155422143211-65823']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9591315078152545-65290']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_3'], ['Piena_T1_3']]], ['0.9591246903385632-76659']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Vuota_T1_3']]], ['0.9590977091708385-114757']]
[[[['Vuota_T0_0,Vuota_T0_1,Vuota_T0_1,Piena_T0_2'], ['Vuota_T2_3']]], ['0.9589553026624158-45419']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_2']]], ['0.9589316022250027-77404']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_3,Piena_T1_3'], ['Piena_T2_3']]], ['0.958847574876189-73185']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9587915467316162-38972']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9587728685725934-56442']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3,Piena_T0_3'], ['Piena_T1_3']]], ['0.9587295350360183-73199']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_1'], ['Vuota_T2_3']]], ['0.958723454529344-64919']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2'], ['Vuota_T2_3']]], ['0.958713944275284-29282']]
[[[['Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_3,Piena_T1_3'], ['Piena_T2_3']]], ['0.9586969656283566-57123']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_3']]], ['0.9586949573427089-38993']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_3,Piena_T1_3'], ['Piena_T2_3']]], ['0.9586626630939717-71197']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_1'], ['Vuota_T1_3']]], ['0.9586343274546996-23754']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_3']]], ['0.9585580374610844-56345']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_3'], ['Piena_T2_3']]], ['0.9584802139770935-69878']]
[[[['Piena_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9584710123160108-38289']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_3,Piena_T1_3'], ['Piena_T2_3']]], ['0.9584305538499325-62436']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_3']]], ['0.9584018352131524-25067']]
[[[['Vuota_T0_0,Piena_T0_2,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_3']]], ['0.9583667171132675-32296']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T2_3']]], ['0.9583576142251902-60849']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_3']]], ['0.9582284455632474-48724']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_1'], ['Vuota_T2_3']]], ['0.9581626781301831-28307']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3,Piena_T0_3'], ['Piena_T1_3']]], ['0.9581346557314515-70329']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_2,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9580126333669515-36096']]
[[[['Vuota_T0_2,Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T2_3']]], ['0.9579456424277167-65170']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2']]], ['0.9579189714016711-130231']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2,Piena_T0_2'], ['Vuota_T1_3']]], ['0.9578184547869268-33175']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3,Piena_T0_3'], ['Piena_T1_3']]], ['0.9578006702246493-61736']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_3,Piena_T1_3'], ['Piena_T2_3']]], ['0.957731658356537-59161']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_2']]], ['0.9577274388016076-78639']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_3,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9576021498413521-59153']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9575517258909054-37672']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T1_3']]], ['0.9574955586179416-57669']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_3'], ['Vuota_T1_1'], ['Vuota_T2_3']]], ['0.957087595069499-58390']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_1,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9570182912459438-52792']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_0'], ['Vuota_T2_3']]], ['0.9569182896078116-35672']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2,Piena_T0_2'], ['Vuota_T2_3']]], ['0.9568440347188528-35497']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3']]], ['0.9566311906482889-38381']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3']]], ['0.9565893737447507-130981']]
[[[['Piena_T0_2,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9563953488372093-35203']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_3,Piena_T0_0'], ['Piena_T2_3']]], ['0.9563359685600694-41855']]
[[[['Piena_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9562954814689457-45206']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9561682089470515-34925']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9561643250629884-44781']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_2']]], ['0.9561542269933464-79182']]
[[[['Piena_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3']]], ['0.9560830180025226-41690']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_1'], ['Vuota_T2_2']]], ['0.956003406187908-60624']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Vuota_T2_3']]], ['0.9559352326645247-44928']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3,Piena_T1_2'], ['Vuota_T2_3']]], ['0.955894916702264-44755']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_3']]], ['0.9557417323761328-129935']]
[[[['Piena_T0_0,Piena_T0_1,Piena_T0_1'], ['Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9557374896020314-21830']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_3']]], ['0.9557128250365885-47670']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_2']]], ['0.9556319218795188-56173']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_2']]], ['0.9555618412433752-64187']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T1_3']]], ['0.9555294605235891-69166']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9554823213986483-51318']]
[[[['Piena_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9554549087518316-35863']]
