Pattern, Confidence-Frequence-Frequence %
[[[['Piena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['Piena_T1_3'], ['QuasiPiena_T2_3']]], ['1.0-9-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['Piena_T1_3,QuasiPiena_T1_0']]], ['0.12-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['Piena_T1_3,Piena_T1_0']]], ['0.12-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['QuasiPiena_T2_1,Piena_T2_3']]], ['0.12-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['Piena_T1_2,QuasiPiena_T1_0']]], ['0.12-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['Piena_T1_2,Piena_T1_0']]], ['0.12-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['Piena_T1_0,Piena_T1_1']]], ['0.12-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2'], ['Piena_T1_1,QuasiPiena_T1_0']]], ['0.12-6-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2,Piena_T0_2'], ['Piena_T2_2']]], ['0.12-6-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_1'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.12-6-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_1'], ['Piena_T2_1']]], ['0.12-6-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_3,Piena_T0_1'], ['QuasiPiena_T2_1,Piena_T2_3']]], ['0.12-3-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_3,Piena_T0_1'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.12-3-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_3,Piena_T0_1'], ['Piena_T2_1,Piena_T2_1']]], ['0.12-3-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_1'], ['QuasiPiena_T1_1'], ['Piena_T2_1']]], ['0.12-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,Piena_T1_3'], ['Piena_T2_1']]], ['0.12-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Piena_T2_3']]], ['0.12-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,Piena_T1_3'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.12-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,Piena_T1_3'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.12-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,Piena_T1_3'], ['Piena_T2_1']]], ['0.12-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_3,Piena_T1_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.12-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_3,Piena_T1_2'], ['QuasiPiena_T2_2,Piena_T2_3']]], ['0.12-3-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,Piena_T1_1']]], ['0.12-21-0.02%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,Piena_T1_1']]], ['0.12-21-0.02%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_1']]], ['0.12-21-0.02%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_1,Piena_T1_1']]], ['0.12-21-0.02%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_2']]], ['0.12-21-0.02%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T2_2,Piena_T2_2']]], ['0.12-21-0.02%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_0']]], ['0.12-21-0.02%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T2_2']]], ['0.12-21-0.02%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_2,QuasiPiena_T2_2,Piena_T2_2']]], ['0.12-18-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,QuasiPiena_T1_3']]], ['0.11956521739130435-22-0.02%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_3,QuasiPiena_T2_2']]], ['0.11956521739130435-22-0.02%']]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_1']]], ['0.11926605504587157-13-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,Piena_T1_1']]], ['0.11926605504587157-13-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,QuasiPiena_T1_3']]], ['0.11926605504587157-13-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T2_2,QuasiPiena_T2_1']]], ['0.11926605504587157-13-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Piena_T1_3,Piena_T1_2']]], ['0.11904761904761904-5-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_3'], ['QuasiPiena_T2_1,Piena_T2_2']]], ['0.11904761904761904-5-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_0'], ['QuasiPiena_T2_3,Piena_T2_3']]], ['0.11904761904761904-5-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_0,QuasiPiena_T1_0'], ['Piena_T2_3']]], ['0.11904761904761904-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_3'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.11904761904761904-10-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_3'], ['Piena_T2_1']]], ['0.11904761904761904-10-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,Piena_T1_2']]], ['0.11888111888111888-17-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2,QuasiPiena_T1_1,Piena_T1_3']]], ['0.11888111888111888-17-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_2']]], ['0.11864406779661017-7-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['QuasiPiena_T1_2,Piena_T1_2']]], ['0.11864406779661017-7-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['QuasiPiena_T1_2,Piena_T1_3']]], ['0.11864406779661017-7-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['Piena_T1_2']]], ['0.11864406779661017-7-0.01%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_2'], ['QuasiPiena_T2_2,Piena_T2_3']]], ['0.11764705882352941-8-0.01%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.11764705882352941-6-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_1'], ['QuasiPiena_T2_2,Piena_T2_2']]], ['0.11764705882352941-6-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_1'], ['QuasiPiena_T2_1,Piena_T2_1,Piena_T2_1']]], ['0.11764705882352941-6-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_1'], ['Piena_T2_2']]], ['0.11764705882352941-6-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_1'], ['Piena_T2_1,Piena_T2_1']]], ['0.11764705882352941-6-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.11764705882352941-4-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_3'], ['Piena_T2_1']]], ['0.11764705882352941-4-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['Piena_T1_3'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.11764705882352941-4-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_3'], ['Piena_T1_3'], ['Piena_T2_1']]], ['0.11764705882352941-4-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_3'], ['Piena_T1_3'], ['Piena_T2_1']]], ['0.11764705882352941-4-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_1,Piena_T0_2'], ['Piena_T2_3']]], ['0.11764705882352941-4-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.11764705882352941-4-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.11764705882352941-4-0.0%']]
[[[['Piena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_2,Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_2,Piena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['QuasiPiena_T2_1,Piena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['Piena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2'], ['Piena_T2_2,Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2,Piena_T0_3'], ['QuasiPiena_T1_2'], ['Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['QuasiPiena_T1_3'], ['Piena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_2,Piena_T1_2'], ['Piena_T2_3']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_2'], ['QuasiPiena_T2_3,Piena_T2_3']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_3']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_2'], ['QuasiPiena_T2_2,Piena_T2_3']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_2'], ['Piena_T2_3']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_3'], ['Piena_T1_2'], ['Piena_T2_2,Piena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_2,Piena_T1_3'], ['Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_3'], ['QuasiPiena_T2_3,Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_3'], ['QuasiPiena_T2_2,Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_3'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_3'], ['Piena_T2_3,Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_3'], ['Piena_T2_3,Piena_T2_3']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_3'], ['Piena_T2_2,Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_3'], ['Piena_T2_2,Piena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['Piena_T0_0'], ['QuasiPiena_T1_2,Piena_T1_3'], ['Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_1,Piena_T0_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_1,Piena_T0_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_1,Piena_T0_1'], ['Piena_T1_3,QuasiPiena_T1_0']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_1,Piena_T0_1'], ['Piena_T1_3,Piena_T1_0']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2,Piena_T1_1'], ['Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Piena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_3'], ['Piena_T1_2'], ['Piena_T2_3']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['Piena_T1_3'], ['Piena_T2_3']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_0'], ['Piena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,Piena_T1_0'], ['Piena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_3'], ['Piena_T2_3']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_2,Piena_T0_2'], ['Piena_T1_0']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_2,Piena_T0_2'], ['QuasiPiena_T1_0']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_0'], ['Piena_T2_3']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_0'], ['Piena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_0'], ['Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_0'], ['Piena_T2_3']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_0'], ['Piena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,Piena_T1_0'], ['Piena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_2,Piena_T1_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['Piena_T1_2,Piena_T1_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.11764705882352941-2-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3'], ['QuasiPiena_T2_3,Piena_T2_2']]], ['0.11731843575418995-21-0.02%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3'], ['QuasiPiena_T2_3,QuasiPiena_T2_2,Piena_T2_2']]], ['0.11731843575418995-21-0.02%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_0']]], ['0.11666666666666667-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_2'], ['QuasiPiena_T1_3,Piena_T1_0']]], ['0.11666666666666667-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_0']]], ['0.11666666666666667-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_0']]], ['0.11666666666666667-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_2'], ['QuasiPiena_T1_1,QuasiPiena_T1_0']]], ['0.11666666666666667-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_2'], ['QuasiPiena_T1_1,Piena_T1_0']]], ['0.11666666666666667-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_2'], ['Piena_T1_3,Piena_T1_3']]], ['0.11666666666666667-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_2'], ['Piena_T1_0']]], ['0.11666666666666667-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_2'], ['Piena_T1_0,QuasiPiena_T1_0']]], ['0.11666666666666667-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.11666666666666667-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,Piena_T0_2'], ['QuasiPiena_T1_0']]], ['0.11666666666666667-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2,Piena_T0_2'], ['Piena_T1_0']]], ['0.11666666666666667-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_2,Piena_T0_2'], ['QuasiPiena_T1_0']]], ['0.11666666666666667-7-0.01%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T2_2']]], ['0.11648351648351649-106-0.08%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,Piena_T2_1']]], ['0.11627906976744186-5-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['QuasiPiena_T1_1'], ['Piena_T2_1']]], ['0.11627906976744186-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_2'], ['QuasiPiena_T2_3,Piena_T2_3']]], ['0.11627906976744186-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_2'], ['Piena_T1_3,QuasiPiena_T1_0']]], ['0.11627906976744186-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_2'], ['Piena_T1_3,Piena_T1_0']]], ['0.11627906976744186-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,Piena_T0_2'], ['Piena_T2_3']]], ['0.11627906976744186-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['QuasiPiena_T2_3,Piena_T2_3']]], ['0.11627906976744186-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.11627906976744186-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['QuasiPiena_T2_2,Piena_T2_2']]], ['0.11627906976744186-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['Piena_T2_3']]], ['0.11627906976744186-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_1'], ['Piena_T2_2']]], ['0.11627906976744186-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,Piena_T0_2'], ['QuasiPiena_T1_1'], ['Piena_T2_1']]], ['0.11627906976744186-5-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_1,Piena_T0_2'], ['Piena_T2_3']]], ['0.11627906976744186-5-0.0%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_2,Piena_T1_3']]], ['0.11607142857142858-13-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,QuasiPiena_T1_2']]], ['0.11607142857142858-13-0.01%']]
[[[['Piena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_3']]], ['0.11607142857142858-13-0.01%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['QuasiPiena_T2_1,QuasiPiena_T2_1']]], ['0.11607142857142858-13-0.01%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1'], ['Piena_T2_3']]], ['0.11607142857142858-13-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_3,Piena_T1_1,Piena_T1_1']]], ['0.11594202898550725-8-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,Piena_T1_1']]], ['0.11594202898550725-8-0.01%']]
[[[['QuasiPiena_T0_0,Piena_T0_1'], ['QuasiPiena_T2_2,QuasiPiena_T2_2']]], ['0.11594202898550725-8-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Piena_T1_2'], ['QuasiPiena_T2_3,QuasiPiena_T2_1']]], ['0.11538461538461539-6-0.0%']]
[[[['QuasiPiena_T0_0,Piena_T0_2'], ['Piena_T1_3'], ['Piena_T2_3,Piena_T2_3']]], ['0.11538461538461539-3-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Piena_T2_3']]], ['0.11538461538461539-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_1'], ['QuasiPiena_T2_2,Piena_T2_1']]], ['0.11538461538461539-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_1'], ['QuasiPiena_T2_2,Piena_T2_2']]], ['0.11538461538461539-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,Piena_T1_1'], ['Piena_T2_2']]], ['0.11538461538461539-3-0.0%']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_1,Piena_T1_1'], ['Piena_T2_2']]], ['0.11538461538461539-3-0.0%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_0']]], ['0.11475409836065574-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,Piena_T1_0']]], ['0.11475409836065574-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['QuasiPiena_T1_1,QuasiPiena_T1_0']]], ['0.11475409836065574-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['QuasiPiena_T1_1,Piena_T1_0']]], ['0.11475409836065574-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['QuasiPiena_T2_1,Piena_T2_3']]], ['0.11475409836065574-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Piena_T1_2,QuasiPiena_T1_0']]], ['0.11475409836065574-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Piena_T1_2,Piena_T1_0']]], ['0.11475409836065574-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Piena_T1_0,Piena_T1_1']]], ['0.11475409836065574-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Piena_T1_1,QuasiPiena_T1_0']]], ['0.11475409836065574-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_0']]], ['0.11475409836065574-7-0.01%']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,Piena_T1_0']]], ['0.11475409836065574-7-0.01%']]
